PLANT;PN_ASS;PN_COM;DATEFROM_VALID;BOM_QTY
71;C002188;F001509;23/03/17;0,0296
71;C002188;F001510;23/03/17;0,06876
71;C002188;F002086;23/03/17;0,38693
71;C002188;F002087;23/03/17;0,30254
71;C002188;F002088;23/03/17;0,21217
71;C002188;E001880;07/07/20;0,06667
71;C002188;E003185;30/12/20;0,06667
71;C002189;F000054;29/06/12;0,00003
71;C002189;F000187;29/06/12;0,01071
71;C002189;F000305;29/06/12;0,00218
71;C002189;F000309;29/06/12;0,04212
71;C002189;F000469;29/06/12;0,01071
71;C002189;F000924;29/06/12;0,10982
71;C002189;F001656;29/06/12;0,01071
71;C002189;F001796;29/06/12;0,54113
71;C002189;B001521;29/06/12;0,27258
71;C002190;F002278;26/03/12;0,44445
71;C002190;C002191;26/03/12;0,55556
71;C002191;F001374;26/03/12;1
71;C002192;F000214;22/02/21;0,27505
71;C002192;F000242;17/02/15;0,02839
71;C002192;F000285;17/02/15;0,00387
71;C002192;F000469;17/06/14;0,00387
71;C002192;F001065;17/02/15;0,03742
71;C002192;F001565;17/06/14;0,00108
71;C002192;F002510;17/02/15;0,00516
71;C002192;F003587;22/02/21;0,04301
71;C002192;E001940;28/04/21;0,01042
71;C002192;E001978;28/04/21;0,01042
71;C002192;B001525;22/02/21;0,60215
71;C002193;F000214;22/02/21;0,24338
71;C002193;F000242;17/02/15;0,02621
71;C002193;F000256;17/02/15;0,00168
71;C002193;F000285;17/02/15;0,00425
71;C002193;F000469;17/06/14;0,00425
71;C002193;F001065;17/02/15;0,04207
71;C002193;F003587;22/02/21;0,04598
71;C002193;E001940;28/06/21;0,00952
71;C002193;E001978;28/06/21;0,00952
71;C002193;B001526;17/02/15;0,63218
71;C002194;F000187;28/03/12;0,01031
71;C002194;F000214;28/11/12;0,08414
71;C002194;F000242;28/03/12;0,0165
71;C002194;F000307;28/03/12;0,00958
71;C002194;F000309;28/03/12;0,10151
71;C002194;F000313;28/03/12;0,02969
71;C002194;F000469;28/03/12;0,01237
71;C002194;F000491;28/11/12;0,02
71;C002194;F000669;28/03/12;0,00928
71;C002194;F000841;28/03/12;0,02577
71;C002194;F001065;28/11/12;0,02
71;C002194;F001794;28/03/12;0,3661
71;C002194;B001528;28/03/12;0,31476
71;C002195;F000187;28/03/12;0,01026
71;C002195;F000214;28/11/12;0,02952
71;C002195;F000242;28/03/12;0,01231
71;C002195;F000469;28/03/12;0,01026
71;C002195;F000491;28/11/12;0,01497
71;C002195;F000841;28/03/12;0,01969
71;C002195;F001065;28/11/12;0,02
71;C002195;F001794;28/03/12;0,36422
71;C002195;B001531;28/03/12;0,53374
71;C002197;F000004;29/03/12;0,0005
71;C002197;F000120;29/03/12;0,3
71;C002197;F000299;03/10/17;0,00015
71;C002197;F000303;03/10/17;0,00015
71;C002197;F000306;03/10/17;0,00018
71;C002197;F000516;29/03/12;0,0019
71;C002197;F000697;03/10/17;0,00684
71;C002197;F001963;03/10/17;0,53424
71;C002197;F002029;29/03/12;0,1
71;C002197;F002083;03/10/17;0,05128
71;C002197;F002211;29/03/12;0,0005
71;C002197;F002226;03/10/17;0,00427
71;C002198;F000004;30/03/12;0,0012
71;C002198;F000064;30/03/12;0,00024
71;C002198;F000103;30/03/12;0,0028
71;C002198;F000120;30/03/12;0,3
71;C002198;F000251;30/03/12;0,00024
71;C002198;F000301;30/03/12;0,00006
71;C002198;F000306;30/03/12;0,00009
71;C002198;F000323;30/03/12;0,0035
71;C002198;F000516;30/03/12;0,0019
71;C002198;F001963;30/03/12;0,68898
71;C002198;F001993;30/03/12;0,001
71;C002199;F000004;14/10/19;0,00385
71;C002199;F000010;30/03/12;0,00846
71;C002199;F000121;30/03/12;0,15208
71;C002199;F000242;30/03/12;0,02692
71;C002199;F000469;30/03/12;0,00692
71;C002199;F000689;30/03/12;0,03846
71;C002199;F000862;30/03/12;0,25505
71;C002199;F001060;30/03/12;0,01539
71;C002199;F001398;14/10/19;0,45402
71;C002199;F001489;30/03/12;0,03885
71;C002200;F000004;02/04/12;0,05455
71;C002200;F000010;02/04/12;0,01
71;C002200;F000022;02/04/12;0,02273
71;C002200;F000045;02/04/12;0,00455
71;C002200;F000083;02/04/12;0,002
71;C002200;F000120;27/05/13;0,3644
71;C002200;F000204;02/04/12;0,03422
71;C002200;F000259;02/04/12;0,00218
71;C002200;F000305;02/04/12;0,00079
71;C002200;F000740;02/04/12;0,00255
71;C002200;F001017;02/04/12;0,02273
71;C002200;F001867;02/04/12;0,34219
71;C002200;F002112;02/04/12;0,06364
71;C002200;B001833;27/05/13;0,07348
71;C002201;F000004;02/04/12;0,05455
71;C002201;F000010;02/04/12;0,01
71;C002201;F000022;02/04/12;0,02273
71;C002201;F000045;02/04/12;0,00364
71;C002201;F000083;02/04/12;0,002
71;C002201;F000120;02/04/12;0,53236
71;C002201;F000259;02/04/12;0,00218
71;C002201;F000305;02/04/12;0,00053
71;C002201;F000740;02/04/12;0,00255
71;C002201;F001017;02/04/12;0,02273
71;C002201;F001867;02/04/12;0,22813
71;C002201;F002112;02/04/12;0,06364
71;C002201;B001539;02/04/12;0,05498
71;C002202;F000010;04/04/12;0,00333
71;C002202;F000027;04/04/12;0,008
71;C002202;F000045;04/04/12;0,0019
71;C002202;F000121;04/04/12;0,34643
71;C002202;F000469;04/04/12;0,00933
71;C002202;F000990;04/04/12;0,33133
71;C002202;F001060;04/04/12;0,018
71;C002202;F001656;04/04/12;0,015
71;C002202;F002344;04/04/12;0,26667
71;C002203;F000098;04/04/12;0,11429
71;C002203;F000214;04/04/12;0,11423
71;C002203;F000242;04/04/12;0,01429
71;C002203;F000285;16/02/22;0,03286
71;C002203;F000469;04/04/12;0,01143
71;C002203;F000924;04/04/12;0,12429
71;C002203;F001656;04/04/12;0,01143
71;C002203;F001796;03/01/20;0,5772
71;C002203;E001940;03/01/20;0,00667
71;C002203;E001978;30/12/20;0,00667
71;C002204;F000469;04/04/12;0,01
71;C002204;F002175;12/03/14;0,99
71;C002205;F000214;04/04/12;0,31437
71;C002205;F000285;16/02/22;0,029
71;C002205;F000469;04/04/12;0,01429
71;C002205;F000669;04/04/12;0,024
71;C002205;F000841;04/04/12;0,024
71;C002205;F001656;04/04/12;0,01714
71;C002205;F001796;03/01/20;0,5772
71;C002205;E001940;03/01/20;0,00667
71;C002205;E001978;30/12/20;0,00667
71;C002206;F000004;05/04/12;0,0005
71;C002206;F001962;05/04/12;0,12
71;C002206;F001963;05/04/12;0,5663
71;C002206;F001966;05/04/12;0,0002
71;C002206;F001977;05/04/12;0,05
71;C002206;F002029;05/04/12;0,05
71;C002206;F002138;05/04/12;0,005
71;C002206;F002346;05/04/12;0,008
71;C002206;F002414;08/04/16;0,2
71;C002207;F000516;05/04/12;0,0019
71;C002207;F001963;05/04/12;0,5909
71;C002207;F001977;05/04/12;0,05
71;C002207;F002029;13/04/12;0,05
71;C002207;F002346;05/04/12;0,004
71;C002207;F002347;05/04/12;0,3
71;C002207;F002348;05/04/12;0,003
71;C002207;F002351;13/04/12;0,0002
71;C002208;F002349;05/04/12;1
71;C002209;F000002;05/04/12;0,00727
71;C002209;F000004;05/04/12;0,04545
71;C002209;F000010;05/04/12;0,00546
71;C002209;F000030;05/04/12;0,01818
71;C002209;F000951;05/04/12;0,03636
71;C002209;F001010;05/04/12;0,04833
71;C002209;F001651;05/04/12;0,83488
71;C002209;F002289;05/04/12;0,00182
71;C002209;F002298;05/04/12;0,00225
71;C002210;F000004;11/04/12;0,075
71;C002210;F000035;11/04/12;0,0025
71;C002210;F000120;11/04/12;0,625
71;C002210;F000270;11/04/12;0,1
71;C002210;F000279;11/04/12;0,085
71;C002210;F000571;11/04/12;0,0025
71;C002210;F002042;02/05/12;0,11
71;C002211;F002340;12/04/12;0,33333
71;C002211;F002341;12/04/12;0,25
71;C002211;C002191;12/04/12;0,41667
71;C002212;F000517;14/04/12;0,00075
71;C002212;F000922;14/04/12;0,005
71;C002212;F001616;09/06/16;0,009
71;C002212;F001963;14/04/12;0,96007
71;C002212;F002002;14/04/12;0,0001
71;C002212;F002019;14/04/12;0,00008
71;C002212;F002352;14/04/12;0,02
71;C002212;F002353;14/04/12;0,005
71;C002213;F000006;14/04/12;0,01002
71;C002213;F000121;14/04/12;0,14286
71;C002213;F000265;14/04/12;0,01429
71;C002213;F000285;28/10/15;0,01
71;C002213;F000291;14/04/12;0,01429
71;C002213;F000469;14/04/12;0,01143
71;C002213;F000697;14/04/12;0,07143
71;C002213;F000977;14/04/12;0,0005
71;C002213;F000989;14/04/12;0,02571
71;C002213;F001100;14/04/12;0,03571
71;C002213;F001398;14/04/12;0,29493
71;C002213;F001830;14/04/12;0,03571
71;C002213;F002179;14/04/12;0,33313
71;C002214;F000001;17/04/12;0,03571
71;C002214;F000006;17/04/12;0,00364
71;C002214;F000010;17/04/12;0,01429
71;C002214;F000101;17/04/12;0,01429
71;C002214;F000121;17/04/12;0,2
71;C002214;F000291;17/04/12;0,00714
71;C002214;F000469;17/04/12;0,01714
71;C002214;F000989;17/04/12;0,02857
71;C002214;F001398;17/04/12;0,29857
71;C002214;F002179;17/04/12;0,33778
71;C002214;F002390;21/06/12;0,04286
71;C002215;F000027;17/04/12;0,00714
71;C002215;F000101;17/04/12;0,02857
71;C002215;F000121;01/06/12;0,7862
71;C002215;F000285;29/11/23;0,00714
71;C002215;F000309;01/06/12;0,02637
71;C002215;F000469;17/04/12;0,00714
71;C002215;F000611;17/04/12;0,04286
71;C002215;F001060;17/04/12;0,01571
71;C002215;F001061;17/04/12;0,00029
71;C002215;F001165;17/04/12;0,05714
71;C002215;F002390;21/06/12;0,02143
71;C002215;E001978;29/11/23;0,00455
71;C002216;F000004;23/04/12;0,0006
71;C002216;F000516;19/04/12;0,0015
71;C002216;F000923;19/04/12;0,005
71;C002216;F001963;19/04/12;0,6252
71;C002216;F001966;19/04/12;0,0002
71;C002216;F001977;19/04/12;0,05
71;C002216;F002017;19/04/12;0,1
71;C002216;F002029;19/04/12;0,05
71;C002216;F002161;19/04/12;0,005
71;C002216;F002352;19/04/12;0,05
71;C002216;F002355;19/04/12;0,0025
71;C002216;F002356;19/04/12;0,005
71;C002216;F002449;19/03/15;0,005
71;C002216;F002761;27/06/16;0,1
71;C002217;F000004;23/04/12;0,0006
71;C002217;F000516;19/04/12;0,0018
71;C002217;F000923;19/04/12;0,005
71;C002217;F001962;19/04/12;0,005
71;C002217;F001963;19/04/12;0,6424
71;C002217;F001977;19/04/12;0,05
71;C002217;F001988;19/04/12;0,0002
71;C002217;F002029;19/04/12;0,05
71;C002217;F002161;19/04/12;0,005
71;C002217;F002352;19/04/12;0,03
71;C002217;F002356;19/04/12;0,005
71;C002217;F002449;19/03/15;0,005
71;C002217;F002761;27/06/16;0,2
71;C002218;F000004;19/04/12;0,003
71;C002218;F000120;20/04/12;0,15
71;C002218;F000226;19/04/12;0,005
71;C002218;F000301;19/04/12;0,00012
71;C002218;F000516;19/04/12;0,0015
71;C002218;F001963;19/04/12;0,52788
71;C002218;F002022;19/04/12;0,0015
71;C002218;F002029;19/04/12;0,3
71;C002218;F002351;19/04/12;0,001
71;C002218;F002352;19/04/12;0,01
71;C002219;F000004;19/04/12;0,0014
71;C002219;F000317;19/04/12;0,08
71;C002219;F000516;19/04/12;0,0019
71;C002219;F001659;19/04/12;0,0014
71;C002219;F001963;19/04/12;0,6934
71;C002219;F001977;19/04/12;0,22
71;C002219;F001993;19/04/12;0,0015
71;C002219;F002112;19/04/12;0,0004
71;C002220;F000120;26/04/12;0,5008
71;C002220;F001697;26/04/12;0,024
71;C002220;F002328;26/04/12;0,0532
71;C002220;F002329;26/04/12;0,022
71;C002220;C001329;26/04/12;0,4
71;C002221;F000010;26/04/12;0,01127
71;C002221;F000469;26/04/12;0,01127
71;C002221;F000961;26/04/12;0,1662
71;C002221;F001697;26/04/12;0,16901
71;C002221;F002328;26/04/12;0,37465
71;C002221;F002329;26/04/12;0,15493
71;C002221;C001329;26/04/12;0,11268
71;C002222;F000242;02/05/12;0,005
71;C002222;F000353;02/05/12;0,15385
71;C002222;C002085;19/07/12;0,84115
71;C002223;F000242;02/05/12;0,005
71;C002223;F002574;21/08/13;0,15385
71;C002223;C002085;02/05/12;0,84115
71;C002224;F002042;02/05/12;1
71;C002225;F002302;03/05/12;1
71;C002226;F002301;03/05/12;1
71;C002227;F000004;07/05/12;0,001
71;C002227;F000516;07/05/12;0,0019
71;C002227;F000847;07/05/12;0,00046
71;C002227;F001962;07/05/12;0,005
71;C002227;F001963;07/05/12;0,61068
71;C002227;F001969;07/05/12;0,00014
71;C002227;F001977;07/05/12;0,085
71;C002227;F002002;07/05/12;0,00014
71;C002227;F002010;07/05/12;0,00055
71;C002227;F002021;07/05/12;0,00019
71;C002227;F002029;07/05/12;0,24
71;C002227;F002112;07/05/12;0,003
71;C002227;F002138;07/05/12;0,00363
71;C002227;F002161;07/05/12;0,00755
71;C002227;F002269;11/05/12;0,00453
71;C002227;F002357;07/05/12;0,00755
71;C002227;F002358;07/05/12;0,00453
71;C002227;F002404;25/07/12;0,02415
71;C002228;F000001;07/05/12;0,00372
71;C002228;F000004;07/05/12;0,001
71;C002228;F000516;07/05/12;0,0017
71;C002228;F000977;07/05/12;0,0002
71;C002228;F001963;07/05/12;0,69968
71;C002228;F002029;07/05/12;0,25
71;C002228;F002112;07/05/12;0,003
71;C002228;F002138;07/05/12;0,0031
71;C002228;F002161;07/05/12;0,00465
71;C002228;F002211;07/05/12;0,0005
71;C002228;F002269;11/05/12;0,0031
71;C002228;F002357;07/05/12;0,00465
71;C002228;F002358;07/05/12;0,0031
71;C002228;F002359;07/05/12;0,0031
71;C002228;F002404;25/07/12;0,0185
71;C002229;F000516;28/06/12;0,0015
71;C002229;F000977;28/06/12;0,0002
71;C002229;F001963;28/06/12;0,3235
71;C002229;F001965;28/06/12;0,008
71;C002229;F001977;28/06/12;0,39
71;C002229;F002137;28/06/12;0,0053
71;C002229;F002211;28/06/12;0,0005
71;C002229;F002361;28/06/12;0,021
71;C002229;F002404;25/07/12;0,25
71;C002230;F002340;09/05/12;0,33333
71;C002230;F002341;09/05/12;0,25
71;C002230;C002191;09/05/12;0,41667
71;C002231;F000120;11/05/12;0,15
71;C002231;F001962;11/05/12;0,147
71;C002231;F001963;13/02/14;0,38535
71;C002231;F001966;11/05/12;0,001
71;C002231;F001968;11/05/12;0,0005
71;C002231;F002025;11/05/12;0,1371
71;C002231;F002067;11/05/12;0,00025
71;C002231;F002355;11/05/12;0,0405
71;C002231;F002358;11/05/12;0,1371
71;C002231;F002600;13/02/14;0,0012
71;C002232;F000004;11/05/12;0,0015
71;C002232;F001963;11/05/12;0,30258
71;C002232;F001965;11/05/12;0,01
71;C002232;F002002;11/05/12;0,0001
71;C002232;F002009;11/05/12;0,0001
71;C002232;F002230;11/05/12;0,01905
71;C002232;F002357;11/05/12;0,02667
71;C002232;F002761;27/06/16;0,64
71;C002233;F000120;10/05/12;0,25
71;C002233;F000353;15/03/19;0,015
71;C002233;C001313;10/05/12;0,735
71;C002234;F000004;10/05/12;0,05405
71;C002234;F000005;10/05/12;0,00007
71;C002234;F000010;10/05/12;0,00541
71;C002234;F000279;10/05/12;0,46583
71;C002234;F000301;10/05/12;0,00122
71;C002234;F000307;10/05/12;0,00125
71;C002234;F000310;10/05/12;0,00049
71;C002234;F000311;10/05/12;0,00727
71;C002234;F000322;10/05/12;0,00433
71;C002234;F000740;10/05/12;0,0027
71;C002234;F000876;10/05/12;0,03784
71;C002234;F000977;10/05/12;0,00216
71;C002234;F001177;10/05/12;0,00676
71;C002234;F002380;18/05/12;0,01622
71;C002234;C001907;10/05/12;0,05405
71;C002234;B001567;10/05/12;0,35655
71;C002235;F000030;14/05/12;0,02286
71;C002235;F000121;14/05/12;0,62029
71;C002235;F000187;14/05/12;0,00857
71;C002235;F000226;14/05/12;0,01429
71;C002235;F000256;14/05/12;0,00229
71;C002235;F000309;14/05/12;0,0211
71;C002235;F000469;14/05/12;0,00857
71;C002235;F000572;14/05/12;0,00171
71;C002235;F000977;14/05/12;0,00033
71;C002235;F001165;14/05/12;0,28571
71;C002235;F002390;21/06/12;0,01429
71;C002236;F000120;14/05/12;0,25
71;C002236;F000353;20/03/19;0,03
71;C002236;C001313;14/05/12;0,72
71;C002237;F000353;06/12/18;0,30769
71;C002237;F000469;14/05/12;0,01026
71;C002237;E001940;28/05/20;0,01439
71;C002237;E001978;17/11/20;0,01439
71;C002237;C002085;06/12/18;0,68205
71;C002238;F000024;16/05/12;0,04167
71;C002238;F000097;16/05/12;0,58521
71;C002238;F000239;16/05/12;0,0625
71;C002238;F000270;16/05/12;0,175
71;C002238;F000271;16/05/12;0,04167
71;C002238;F000529;16/05/12;0,09271
71;C002238;F000977;16/05/12;0,00125
71;C002238;E001978;11/11/21;0,00476
71;C002239;F000353;21/01/19;0,025
71;C002239;E001940;11/11/21;0,00741
71;C002239;E001978;11/11/21;0,00741
71;C002239;C001313;16/05/12;0,975
71;C002240;F000098;17/05/12;0,04385
71;C002240;F000187;17/05/12;0,01578
71;C002240;F000309;17/05/12;0,16993
71;C002240;F000469;17/05/12;0,01183
71;C002240;F002364;17/05/12;0,75861
71;C002241;C002240;17/05/12;1
71;C002242;F000469;17/05/12;0,0117
71;C002242;C002241;17/05/12;0,9883
71;C002243;F002775;05/07/21;0,05
71;C002243;C001313;27/03/13;0,95
71;C002244;F000010;17/05/12;0,00227
71;C002244;F000239;17/05/12;0,06818
71;C002244;F000270;17/05/12;0,13182
71;C002244;F000271;17/05/12;0,08182
71;C002244;F000977;17/05/12;0,00227
71;C002244;F001060;17/05/12;0,02727
71;C002244;F001273;17/05/12;0,68636
71;C002245;F000010;18/05/12;0,01312
71;C002245;F000469;18/05/12;0,01312
71;C002245;F000961;24/05/13;0,66423
71;C002245;F001769;18/05/12;0,09314
71;C002245;F002378;18/05/12;0,19672
71;C002245;F002541;24/05/13;0,01967
71;C002246;F000121;24/05/12;0,35333
71;C002246;F000187;24/05/12;0,00533
71;C002246;F000204;24/05/12;0,04333
71;C002246;F000214;24/05/12;0,0165
71;C002246;F000245;24/05/12;0,06
71;C002246;F000491;24/05/12;0,01
71;C002246;F001169;24/05/12;0,12333
71;C002246;F001764;24/05/12;0,00533
71;C002246;F002381;24/05/12;0,00533
71;C002246;F002385;24/05/12;0,03167
71;C002246;B001573;24/05/12;0,08333
71;C002246;B001574;24/05/12;0,2625
71;C002247;F000491;25/05/12;0,85
71;C002247;F002155;25/05/12;0,15
71;C002248;F000010;28/05/12;0,0099
71;C002248;C002196;28/05/12;0,9901
71;C002249;F000002;31/05/12;0,00185
71;C002249;F000004;31/05/12;0,039
71;C002249;F000006;31/05/12;0,00544
71;C002249;F000010;31/05/12;0,00074
71;C002249;F000045;31/05/12;0,00163
71;C002249;F000120;31/05/12;0,08074
71;C002249;F000156;31/05/12;0,01482
71;C002249;F000196;31/05/12;0,02604
71;C002249;F000204;31/05/12;0,22523
71;C002249;F000240;31/05/12;0,01702
71;C002249;F000270;31/05/12;0,02527
71;C002249;F000271;31/05/12;0,07532
71;C002249;F000311;31/05/12;0,00266
71;C002249;F000463;31/05/12;0,01639
71;C002249;F000740;31/05/12;0,00185
71;C002249;F000744;31/05/12;0,00008
71;C002249;F000890;31/05/12;0,00296
71;C002249;F000989;31/05/12;0,02593
71;C002249;F001273;31/05/12;0,4
71;C002249;F001868;31/05/12;0,03704
71;C002250;F000098;30/06/17;0,2661
71;C002250;F000214;30/06/17;0,03774
71;C002250;F000242;30/06/17;0,01254
71;C002250;F000285;30/06/17;0,0314
71;C002250;F000469;30/06/17;0,00627
71;C002250;F000669;30/06/17;0,01755
71;C002250;F001563;30/06/17;0,15044
71;C002250;F001721;30/06/17;0,36873
71;C002250;F002386;30/06/17;0,042
71;C002250;F002920;30/06/17;0,06723
71;C002251;F000010;06/06/12;0,005
71;C002251;F000298;06/06/12;0,0024
71;C002251;F000300;06/06/12;0,00112
71;C002251;F000301;06/06/12;0,0006
71;C002251;F000305;06/06/12;0,00509
71;C002251;F000307;06/06/12;0,00177
71;C002251;F000309;06/06/12;0,12308
71;C002251;F000311;06/06/12;0,01435
71;C002251;F000312;06/06/12;0,00036
71;C002251;F001401;06/06/12;0,84623
71;C002252;F000002;06/06/12;0,00267
71;C002252;F000004;06/06/12;0,12
71;C002252;F000010;06/06/12;0,002
71;C002252;F000155;06/06/12;0,01333
71;C002252;F000156;06/06/12;0,02667
71;C002252;F000250;06/06/12;0,00038
71;C002252;F000279;04/04/14;0,03341
71;C002252;F000322;04/04/14;0,00534
71;C002252;F000951;06/06/12;0,04
71;C002252;F000977;06/06/12;0,00067
71;C002252;F001401;06/06/12;0,31672
71;C002252;F001521;06/06/12;0,00933
71;C002252;F001760;06/06/12;0,01482
71;C002252;F001868;06/06/12;0,26801
71;C002252;F002086;21/02/17;0,01333
71;C002252;C002251;06/06/12;0,13333
71;C002253;F000491;11/06/12;0,35
71;C002253;F002254;11/06/12;0,65
71;C002254;F000214;11/06/12;0,04348
71;C002254;F000285;08/03/16;0,0087
71;C002254;F000469;11/06/12;0,0087
71;C002254;F000669;08/03/16;0,01722
71;C002254;F000841;08/03/16;0,02626
71;C002254;B001580;11/06/12;0,89565
71;C002255;F000187;11/06/12;0,01282
71;C002255;F000214;11/06/12;0,11111
71;C002255;F000242;11/06/12;0,01709
71;C002255;F000469;11/06/12;0,01282
71;C002255;F000669;11/06/12;0,00855
71;C002255;B001583;11/06/12;0,83761
71;C002256;F000004;30/05/13;0,01933
71;C002256;F000098;30/05/13;0,13267
71;C002256;F000204;30/05/13;0,01
71;C002256;F000285;16/07/20;0,03
71;C002256;F000469;30/05/13;0,01
71;C002256;F000669;30/05/13;0,01933
71;C002256;F000841;30/05/13;0,01933
71;C002256;F001275;30/05/13;0,2
71;C002256;F001563;30/05/13;0,28971
71;C002256;F001844;30/05/13;0,26667
71;C002256;F001854;30/05/13;0,00295
71;C002257;F000242;13/06/12;0,02913
71;C002257;C001021;13/06/12;0,97087
71;C002258;F000005;14/06/12;0,0001
71;C002258;F000010;14/06/12;0,0032
71;C002258;F000064;14/06/12;0,0047
71;C002258;F000120;14/06/12;0,21723
71;C002258;F000268;14/06/12;0,18116
71;C002258;F000300;14/06/12;0,00197
71;C002258;F000301;14/06/12;0,0012
71;C002258;F000305;14/06/12;0,00204
71;C002258;F000307;14/06/12;0,00342
71;C002258;F000309;14/06/12;0,08123
71;C002258;F000314;14/06/12;0,02327
71;C002258;F000951;14/06/12;0,0032
71;C002258;F000977;14/06/12;0,0008
71;C002258;F001017;14/06/12;0,0016
71;C002258;F001163;14/06/12;0,0004
71;C002258;F001227;14/06/12;0,007
71;C002258;F002050;14/06/12;0,036
71;C002258;C001304;14/06/12;0,23148
71;C002258;C001384;14/06/12;0,2
71;C002259;F000744;14/06/12;0,00053
71;C002259;F001051;14/06/12;0,10638
71;C002259;F001054;15/10/12;0,00479
71;C002259;F001478;14/06/12;0,00532
71;C002259;F002112;14/06/12;0,10638
71;C002259;F002322;14/06/12;0,08511
71;C002259;C002183;14/06/12;0,69149
71;C002260;F000002;14/06/12;0,005
71;C002260;F000003;14/06/12;0,24802
71;C002260;F000006;09/07/20;0,00481
71;C002260;F000024;14/06/12;0,01
71;C002260;F000064;14/06/12;0,00272
71;C002260;F000228;14/02/17;0,06667
71;C002260;F000279;09/07/20;0,02012
71;C002260;F000285;07/11/19;0,005
71;C002260;F000300;14/06/12;0,00165
71;C002260;F000301;14/06/12;0,002
71;C002260;F000305;14/06/12;0,00085
71;C002260;F000307;14/06/12;0,00103
71;C002260;F000878;14/06/12;0,00333
71;C002260;F000977;14/02/17;0,00467
71;C002260;F001956;14/06/12;0,03333
71;C002260;F002304;19/06/14;0,00824
71;C002260;B001492;14/06/12;0,28169
71;C002260;B002031;19/06/14;0,30089
71;C002261;F000098;18/06/12;0,49624
71;C002261;F000187;18/06/12;0,00825
71;C002261;F000214;18/06/12;0,10124
71;C002261;F000242;18/06/12;0,00825
71;C002261;F000469;18/06/12;0,00825
71;C002261;F000669;18/06/12;0,01237
71;C002261;F000841;18/06/12;0,01443
71;C002261;F001956;18/06/12;0,20619
71;C002261;B001593;18/06/12;0,1448
71;C002262;F001314;19/06/12;0,02
71;C002262;F001595;19/06/12;0,5
71;C002262;F001596;19/06/12;0,1875
71;C002262;F001597;19/06/12;0,17
71;C002262;F001598;19/06/12;0,02
71;C002262;F001644;19/06/12;0,1025
71;C002263;F001054;15/10/12;0,01049
71;C002263;F001184;27/07/12;0,02321
71;C002263;F001314;27/07/12;0,01762
71;C002263;F001515;27/07/12;0,00014
71;C002263;F002286;27/07/12;0,36327
71;C002263;C002148;27/07/12;0,35116
71;C002263;C002149;27/07/12;0,23411
71;C002264;F000004;20/06/12;0,025
71;C002264;F000006;22/01/14;0,04807
71;C002264;F000010;20/06/12;0,00875
71;C002264;F000030;20/06/12;0,0125
71;C002264;F000034;20/06/12;0,00125
71;C002264;F000093;22/01/14;0,21187
71;C002264;F000204;22/01/14;0,54557
71;C002264;F000977;20/06/12;0,00163
71;C002264;F001955;22/01/14;0,11111
71;C002264;F001956;20/06/12;0,025
71;C002264;F002417;05/09/12;0,00926
71;C002265;F000977;26/06/12;0,0002
71;C002265;F001962;26/06/12;0,1585
71;C002265;F001963;26/06/12;0,1013
71;C002265;F001966;26/06/12;0,001
71;C002265;F001968;26/06/12;0,002
71;C002265;F001973;26/06/12;0,0002
71;C002265;F001977;26/06/12;0,1
71;C002265;F001988;26/06/12;0,0008
71;C002265;F002002;26/06/12;0,001
71;C002265;F002025;26/06/12;0,125
71;C002265;F002391;26/06/12;0,5
71;C002265;F002677;16/12/14;0,01
71;C002266;F000285;29/11/16;0,00392
71;C002266;F000469;29/11/16;0,0098
71;C002266;F000669;15/01/18;0,01275
71;C002266;F000841;29/11/16;0,02288
71;C002266;F000862;29/11/16;0,1219
71;C002266;F000904;29/11/16;0,14706
71;C002266;F001065;15/01/18;0,01
71;C002266;F001326;15/01/18;0,516
71;C002266;F001563;15/01/18;0,09197
71;C002266;F002972;09/04/21;0,06373
71;C002267;F000242;29/11/16;0,01569
71;C002267;F000285;29/11/16;0,00294
71;C002267;F000469;29/11/16;0,00686
71;C002267;F000537;15/01/18;0,00099
71;C002267;F000669;29/11/16;0,01961
71;C002267;F000841;29/11/16;0,02451
71;C002267;F000862;29/11/16;0,2438
71;C002267;F001065;15/01/18;0,01
71;C002267;F001326;15/01/18;0,516
71;C002267;F001563;15/01/18;0,09588
71;C002267;F002972;09/04/21;0,06373
71;C002268;F000285;12/09/14;0,006
71;C002268;F000309;02/07/12;0,17231
71;C002268;F000469;02/07/12;0,01
71;C002268;B001608;02/07/12;0,81169
71;C002269;F000024;03/07/12;0,04375
71;C002269;F000097;03/07/12;0,58438
71;C002269;F000239;03/07/12;0,0625
71;C002269;F000270;03/07/12;0,175
71;C002269;F000271;03/07/12;0,04167
71;C002269;F000529;03/07/12;0,09271
71;C002270;F000010;03/07/12;0,00199
71;C002270;F000180;03/07/12;0,43182
71;C002270;F000212;03/07/12;0,17614
71;C002270;F000469;03/07/12;0,00938
71;C002270;B001610;03/07/12;0,38068
71;C002271;F000414;03/07/12;0,02389
71;C002271;F000491;03/07/12;0,83848
71;C002271;F000678;03/07/12;0,11375
71;C002271;F001609;03/07/12;0,02389
71;C002272;F000064;06/07/12;0,00831
71;C002272;F000098;27/09/12;0,20293
71;C002272;F000187;06/07/12;0,02959
71;C002272;F000300;06/07/12;0,00504
71;C002272;F000301;06/07/12;0,00306
71;C002272;F000307;06/07/12;0,00631
71;C002272;F000469;27/09/12;0,01
71;C002272;F000924;06/07/12;0,10204
71;C002272;F001656;06/07/12;0,01429
